feature,balanced_accuracy
1036,0.915
1037,0.6220012626262627
1038,0.675
1039,0.865
1040,0.7230113636363636
1041,0.6268421052631579
1042,0.6917109929078015
1043,0.9691247633073847
1044,0.895
1045,0.725
1046,0.8368421052631578
1047,0.7900799495055755
1048,0.675
1049,0.87
1050,0.89
1051,0.79
1052,0.755
1053,0.6699999999999999
1054,0.8056490637492111
1055,0.7050000000000001
1056,0.865
1057,0.6623711340206185
1058,0.9099999999999999
1059,0.9650000000000001
1060,0.83
1061,0.905
1062,0.63
1063,0.9336734693877551
1064,0.7749999999999999
1065,0.81
1066,0.8963068181818181
1067,0.89
1068,0.875
1069,0.9450000000000001
1070,0.7442667788764991
1071,0.675
1072,0.9182095518619819
1073,0.865
1074,0.9321052631578948
1075,0.81
1076,0.7740900483904902
1077,0.925
1078,0.855
1079,0.92
1080,0.705
1081,0.815
1082,0.775
1083,0.8149063749211025
1084,0.6898656898656899
1085,0.88
1086,0.92294340416579
1087,0.8254260467073427
1088,0.9450000000000001
1089,0.74
1090,0.8209551861981906
1091,0.93
1092,0.7749999999999999
1093,0.9199999999999999
1094,0.6815695350305071
1095,0.88
1096,0.88
1097,0.815
1098,0.6158741847254365
1099,0.9234167893961709
1100,0.975
1101,0.69
1102,0.845
1103,0.765
1104,0.825
1105,0.7430044182621502
1106,0.7749842204923206
1107,0.8300000000000001
1108,0.7552083333333333
1109,0.73
1110,0.722333263202188
1111,0.96
1112,0.9077424784346728
1113,0.89
1114,0.755
1115,0.665
1116,0.915
1117,0.89
1118,0.855
1119,0.84
1120,0.7749999999999999
1121,0.8368421052631578
1122,0.69
1123,0.846938775510204
1124,0.835
1125,0.8266415261756876
1126,0.7
1127,0.7585328014184397
1128,0.96
1129,0.5
1130,0.905
1131,0.8635859929078014
1132,0.6950000000000001
1133,0.905
1134,0.655
1135,0.96
1136,0.7893435724805387
1137,0.9550000000000001
1138,0.9299999999999999
1139,0.815
1140,0.74
1141,0.9022722491058279
1142,0.8057542604670734
1143,0.94
1144,0.81
1145,0.825
1146,0.8928571428571428
1147,0.96
1148,0.725
1149,0.9265292553191489
1150,0.8400000000000001
1151,0.84
1152,0.8971702082895014
1153,0.8794326241134751
1154,0.875
1155,0.71
1156,0.845
1157,0.7921401515151516
1158,0.78
1159,0.9386703134862192
1160,0.845
1161,0.875
1162,0.8212707763517778
1163,0.5830002103934357
1164,0.97
1165,0.65
1166,0.62
1167,0.78
1168,0.905
1169,0.9450000000000001
1170,0.6699999999999999
1171,0.9284662318535661
1172,0.73
1173,0.575
1174,0.845
1175,0.8500000000000001
1176,0.9299999999999999
1177,0.8466231853566168
1178,0.8258994319377235
1179,0.76
1180,0.8842105263157896
1181,0.8820744792762465
1182,0.905
1183,0.655
1184,0.7841312056737588
1185,0.8506944444444444
1186,0.94
1187,0.835
1188,0.9550000000000001
1189,0.4310961498001262
1190,0.8973280033662949
1191,0.9099999999999999
1192,0.6599999999999999
1193,0.5734707446808511
1194,0.62
1195,0.8
1196,0.925
1197,0.6950000000000001
1198,0.94
1199,0.89
1200,0.73
1201,0.81
1202,0.7774822695035462
1203,0.975
1205,0.9650000000000001
1206,0.935
1207,0.9128971176099305
1208,0.586436170212766
1209,0.9450000000000001
1210,0.8999999999999999
1211,0.8500000000000001
1212,0.885
1213,0.8871765200925731
1214,0.5700000000000001
1215,0.8200000000000001
1216,0.5849989480328214
1217,0.9299999999999999
1218,0.9099999999999999
1219,0.9099999999999999
1220,0.865
1221,0.945
1222,0.645
1223,0.5349999999999999
1224,0.7397368421052631
1225,0.5549999999999999
1226,0.76
1227,0.9176315789473685
1228,0.935
1229,0.785
1230,0.815
1231,0.9450000000000001
1232,0.865
1233,0.635
1234,0.7050000000000001
1235,0.6799999999999999
1237,0.875
1238,0.7050000000000001
1239,0.81
1240,0.9692299600252472
1241,0.9131578947368422
1242,0.765
1243,0.7350000000000001
1244,0.46499999999999997
1245,0.945
1246,0.88
1248,0.9299999999999999
1249,0.9450000000000001
1250,0.97
1251,0.7274879023774459
1252,0.62
1253,0.755
1254,0.6
1255,0.7250000000000001
1256,0.7
1257,0.83
1258,0.9367242907801419
1259,0.81
1260,0.8096465390279823
1261,0.5951704545454546
1262,0.978494623655914
1263,0.815
1264,0.8200000000000001
1265,0.9230486008836525
1266,0.7890805806858826
1267,0.835
1268,0.8513044393014938
1269,0.56
1270,0.815
1271,0.825
1272,0.5449999999999999
1273,0.73
1274,0.7849999999999999
1275,0.9099999999999999
1276,0.7350000000000001
1277,0.87
1279,0.9024300441826215
1280,0.905
1281,0.815
1282,0.835
1283,0.9744371975594361
1284,0.72
1285,0.815
1286,0.835
1287,0.585
1288,0.875
1289,0.855
1290,0.78
1291,0.665
1292,0.81
1293,0.6461708394698086
1294,0.6835716661124044
1295,0.91
1296,0.86
1297,0.96
1298,0.88
1299,0.63
1300,0.85
1301,0.95402903429413
1302,0.9
1303,0.945
1304,0.7052631578947368
1305,0.95
1306,0.675
1307,0.865
1308,0.892383757626762
1309,0.6950000000000001
1310,0.885
1311,0.81
1312,0.885
1313,0.865
1314,0.73
1315,0.7949999999999999
1316,0.775
1317,0.9078282828282829
1318,0.805912055543867
1319,0.86
1320,0.855
1321,0.845
1322,0.905
1323,0.735
1324,0.96
1325,0.7549999999999999
1326,0.57
1327,0.81
1328,0.985
1329,0.9299999999999999
1330,0.895
1331,0.8875447086050916
1332,0.725
1333,0.8505154639175257
1334,0.7754050073637702
1335,0.7551020408163265
1336,0.765
1337,0.915
1338,0.915
1339,0.88
1340,0.98
1341,0.8500000000000001
1342,0.7800862613086472
1343,0.7380601725226172
1344,0.89
1345,0.925
1346,0.9386177151272881
1347,0.8
1348,0.7643593519882179
1349,0.735
1350,0.96
1351,0.51
1352,0.86
1353,0.825
1354,0.86
1355,0.505
1356,0.49
1357,0.9450000000000001
1358,0.72
1359,0.9199999999999999
1360,0.62
1361,0.88
1362,0.7579423521986114
1363,0.8662949715968862
1364,0.9157894736842105
1365,0.6000000000000001
1366,0.928150641699979
1367,0.8720807910793184
1368,0.86
1369,0.7045454545454546
1370,0.9263157894736842
1371,0.78
1372,0.95
1373,0.8514096360193562
1374,0.915
1375,0.5800000000000001
1376,0.8
1377,0.9385651167683569
1378,0.88
1379,0.72
1380,0.78
1381,0.925
1382,0.825
1383,0.6499999999999999
1384,0.97
1385,0.9485588049652851
1386,0.7742478434672838
1387,0.705
1388,0.935
1389,0.925
1390,0.9421052631578948
1391,0.9693877551020409
1392,0.7921401515151515
1393,0.91
1394,0.9444444444444444
1395,0.905
1396,0.6573216915632232
1397,0.8899999999999999
1398,0.9387755102040816
1399,0.7895013675573322
1400,0.74
1401,0.79
1402,0.8974786800148313
1403,0.78
1404,0.9199999999999999
1405,0.7791920892068167
1406,0.64
1407,0.8500000000000001
1408,0.8700000000000001
1409,0.9081632653061225
1410,0.835
1411,0.81
1412,0.8060172522617295
1413,0.97
1414,0.925
1415,0.69
1416,0.765
1417,0.855
1418,0.8158143939393939
1419,0.9450000000000001
1420,0.6155585945718494
1422,0.59
1423,0.77
1424,0.8976961918788133
1425,0.8700000000000001
1426,0.875
1427,0.9075320849989481
1428,0.935
1429,0.9450000000000001
1430,0.965
1431,0.88
1432,0.815
1433,0.65
1434,0.8557752998106458
1435,0.94
1436,0.8700000000000001
1438,0.86
1439,0.875
1440,0.9099999999999999
1441,0.995
1442,0.71
1443,0.95
1444,0.9581117021276595
1445,0.895
1446,0.6518514622343783
1447,0.9099999999999999
1448,0.87
1449,0.895
1450,0.9644886363636365
1451,0.73
1452,0.7749999999999999
1453,0.6950000000000001
1454,0.86
1455,0.975
1456,0.875
1457,0.8278093434343434
1458,0.885
1459,0.8300000000000001
1460,0.825
1461,0.7634125815274564
1462,0.925
1463,0.755
1464,0.79
1465,0.915
1466,0.855
1467,0.9199999999999999
1468,0.815
1469,0.915
1470,0.7949999999999999
1471,0.88
1472,0.8251104565537555
1473,0.8049999999999999
1474,0.89
1475,0.5784241531664212
1476,0.825
1477,0.9099999999999999
1478,0.5
1479,0.78
1480,0.9744897959183674
1481,0.8857142857142857
1482,0.8817866161616161
1483,0.845
1484,0.98
1485,0.8200000000000001
1486,0.9105263157894736
1487,0.88
1488,0.87
1489,0.83
1490,0.89
1491,0.865
1492,0.875
1493,0.86
1494,0.89
1495,0.755
1496,0.8700000000000001
1497,0.75
1498,0.635
1499,0.85
1500,0.8840868794326242
1501,0.86
1502,0.95
1503,0.81
1504,0.9229960025247212
1505,0.715
1506,0.87
1507,0.635
1508,0.95
1509,0.72
1510,0.5009973404255319
1511,0.905
1512,0.8956117021276595
1513,0.88
1514,0.815
1515,0.7498948032821375
1516,0.78
1517,0.6699999999999999
1518,0.5947368421052631
1519,0.5700000000000001
1520,0.9796401515151516
1521,0.875
1522,0.8671891436987166
1523,0.8666631601094046
1524,0.835
1525,0.8049999999999999
1527,0.6832000841573743
1528,0.9689078282828283
1529,0.825
1530,0.9179292929292929
1531,0.88
1532,0.9229960025247212
1533,0.655
1534,0.64
1535,0.8999999999999999
1536,0.6950000000000001
1537,0.99
1538,0.6799999999999999
1539,0.8974857984430886
1540,0.9178947368421053
1541,0.9450000000000001
1542,0.73
1543,0.5242478434672838
1544,0.94
1545,0.7836174242424243
1546,0.9747368421052631
1547,0.6614583333333333
1548,0.731958762886598
1549,0.615
1550,0.8249000631180308
1551,0.925
1552,0.88
1553,0.885
1554,0.875
1555,0.8200000000000001
1556,0.8049999999999999
1557,0.9105263157894736
1558,0.7330452127659575
1559,0.8705808080808081
1560,0.9640753208499895
1561,0.8500000000000001
1562,0.6
1563,0.7350000000000001
1564,0.79
1565,0.9077424784346728
1566,0.84
1567,0.84197695035461
1568,0.955
1569,0.485
1570,0.845
1571,0.6707894736842106
1572,0.615
1573,0.7446875657479487
1574,0.727803492531033
1575,0.7
1576,0.755
1577,0.895
1578,0.915
1579,0.935
1580,0.8049999999999999
1581,0.8222853535353536
1582,0.85
1583,0.905
1584,0.675
1585,0.745
1586,0.915
1587,0.85
1588,0.865
1589,0.75
1590,0.53
1591,0.875
1592,0.815
1593,0.6399999999999999
1594,0.6699999999999999
1595,0.7047032828282829
1596,0.8608247422680413
1597,0.65
1598,0.9641279192089207
1599,0.605
1600,0.9450000000000001
1601,0.925
1602,0.955
1603,0.9299999999999999
1604,0.8612455291394909
1605,0.665
1606,0.94
1607,0.91
1608,0.7350000000000001
1609,0.865
1610,0.665
1611,0.81
1612,0.8300000000000001
1613,0.935
1614,0.6366505365032611
1615,0.655
1616,0.8434175531914894
1617,0.605
1618,0.855
1619,0.6950000000000001
1620,0.8092783505154639
1621,0.895
1622,0.895
1623,0.8300000000000001
1624,0.8421052631578947
1625,0.69
1626,0.855
1627,0.6463812329055334
1628,0.8400000000000001
1629,0.675
1630,0.865
1631,0.77
1632,0.9078476751525353
1633,0.92
1634,0.7802526595744681
1635,0.595
1636,0.79991584262571
1637,0.7357954545454546
1638,0.88
1639,0.8700000000000001
1640,0.895
1641,0.7050000000000001
